id,TRUE,predict,AE,MAE
2286,1.574671507,1.666726589,0.092055082,
2994,1.539480448,1.591861248,0.0523808,
384,1.730131269,1.744568706,0.014437437,
962,2.09036684,2.51307869,0.422711849,
3875,1.904675603,1.834561825,0.070113778,
2045,1.833562732,1.757708073,0.075854659,
6,5.083371639,3.100403547,1.982968092,
1665,1.597725153,1.919786811,0.322061658,
4588,1.671144009,1.804668188,0.133524179,
307,1.457580924,1.448450565,0.009130359,
272,1.614447713,1.450640082,0.163807631,
1504,2.217881918,2.256539583,0.038657665,
2988,1.476102471,1.500703573,0.024601102,
1747,1.76819706,1.883219123,0.115022063,
1197,2.559065819,2.248007298,0.311058521,
2410,1.79712081,1.754231215,0.042889595,
3557,1.855011106,1.708790302,0.146220803,
4166,4.464377403,3.010301113,1.45407629,
4094,2.569589376,2.709734917,0.14014554,
602,1.612993002,1.617557764,0.004564762,
3844,1.644688368,1.7913239,0.146635532,
2445,3.084207058,2.788801193,0.295405865,
2987,1.478284478,1.374288321,0.103996158,
3954,1.76505065,1.77766335,0.0126127,
1349,1.623268366,1.637290716,0.01402235,
1062,2.574749231,2.620418072,0.04566884,
3044,2.257542849,2.42447257,0.166929722,
1276,1.492201924,1.623249054,0.13104713,
1364,3.083957911,3.422718048,0.338760138,
3402,1.931519151,1.865466833,0.066052318,
1494,1.942189217,1.959220409,0.017031193,
4165,2.63096118,2.661740303,0.030779123,
2638,1.673080802,1.65569818,0.017382622,
4542,1.552006602,1.677923441,0.125916839,
1864,1.477599502,1.451800942,0.025798559,
2008,2.449898005,2.381085157,0.068812847,
3199,1.771161318,1.767807364,0.003353953,
1149,4.17676115,4.200576782,0.023815632,
3975,1.894188523,1.934295893,0.040107369,
835,1.990177751,1.78646183,0.20371592,
429,1.865317225,1.851948142,0.013369083,
4260,2.820081949,2.8750453,0.05496335,
3160,1.659987926,1.84116888,0.181180954,
163,3.404275179,3.426802158,0.022526979,
4626,1.953545451,1.859160542,0.094384909,
2385,4.571316242,6.314906597,1.743590355,
2964,1.521402836,1.370420575,0.150982261,
4148,2.168198347,2.117333651,0.050864697,
2639,1.493701458,1.573034286,0.079332829,
3816,2.105636597,2.17723012,0.071593523,
4200,1.569925666,1.569877386,4.82798E-05,
2865,1.676586866,1.614981174,0.061605692,
4053,1.517805457,1.680444479,0.162639022,
1540,3.390526056,3.832591057,0.442065001,
2424,1.61431098,1.704951286,0.090640306,
1924,1.496863842,1.772115707,0.275251865,
4138,2.469775677,2.438519955,0.031255722,
1733,1.65740633,1.820834279,0.163427949,
3869,2.031088591,2.091361523,0.060272932,
4631,2.815965891,3.044085503,0.228119612,
192,1.611917973,1.607563853,0.004354119,
2551,2.464002132,2.269435883,0.19456625,
2131,1.549020052,1.666328073,0.117308021,
3540,3.980610371,2.748695374,1.231914997,
2526,1.487719297,1.967961431,0.480242133,
4423,2.448520899,2.34800005,0.100520849,
3380,2.352728844,2.244120598,0.108608246,
1495,2.321874142,2.20049572,0.121378422,
4715,2.520581007,14.13816261,11.61758161,
1377,2.428507566,2.511854649,0.083347082,
950,1.593423963,2.181281805,0.587857842,
2891,1.548168778,1.461844683,0.086324096,
4376,4.069070339,2.961157322,1.107913017,
956,2.339929104,2.572588205,0.232659101,
596,2.511241436,1.734000087,0.777241349,
1460,5.384298325,6.048819542,0.664521217,
1366,1.931098819,1.95930469,0.028205872,
2727,2.090215206,2.183135986,0.09292078,
4389,1.454602003,1.492680788,0.038078785,
2938,1.653599739,1.546146393,0.107453346,
4597,1.510298014,1.664512157,0.154214144,
1682,1.749355912,1.737053633,0.012302279,
3242,2.361572981,2.393776417,0.032203436,
4180,2.370021105,2.693982601,0.323961496,
3306,1.306904793,1.326512098,0.019607306,
756,1.560817242,1.604623318,0.043806076,
1242,1.681987882,1.871208072,0.18922019,
838,2.360328674,2.46065712,0.100328445,
2626,1.523673534,1.70414865,0.180475116,
3307,1.736477733,1.712652206,0.023825526,
760,1.519825339,1.543454885,0.023629546,
1589,1.610794067,1.773362756,0.162568688,
2064,3.073688269,3.152786732,0.079098463,
2726,2.042586803,1.835452557,0.207134247,
4746,1.547549367,1.852653146,0.305103779,
2188,2.158452749,2.114485264,0.043967485,
1417,2.238892317,2.161514282,0.077378035,
1507,1.505656004,1.742038131,0.236382127,
3980,6.203542709,7.157511711,0.953969002,
419,1.623811722,1.63026619,0.006454468,
3684,4.28291893,4.172523975,0.110394955,
2408,2.430172205,2.409411907,0.020760298,
4426,2.37236762,2.265598774,0.106768847,
140,2.99557972,2.939763546,0.055816174,
1385,1.566737533,1.52756846,0.039169073,
2863,2.415865421,2.210686922,0.205178499,
1623,1.650243402,1.417087555,0.233155847,
1908,2.355290174,2.497113705,0.14182353,
2145,2.29642725,2.868572235,0.572144985,
231,1.758211851,1.805284977,0.047073126,
1687,1.844962001,1.889075279,0.044113278,
2847,2.476853848,2.923616409,0.446762562,
3181,2.310699701,2.894217014,0.583517313,
194,2.521139622,2.508100033,0.013039589,
676,1.619084477,1.498814702,0.120269775,
258,1.738897443,2.072122574,0.333225131,
631,1.516245365,1.581003428,0.064758062,
2846,2.410354853,2.607205868,0.196851015,
1570,1.66747582,1.593299866,0.074175954,
1950,1.734881401,1.760922551,0.02604115,
2567,9.538561821,3.997821093,5.540740728,
3612,4.153793335,4.513444901,0.359651566,
739,1.77318871,1.66390872,0.10927999,
785,3.118178129,3.147283077,0.029104948,
4474,2.689557076,3.000349522,0.310792446,
1002,2.167000532,2.312047482,0.145046949,
807,1.935648322,1.876483679,0.059164643,
1582,1.653334856,1.842463851,0.189128995,
1361,3.874711752,3.480923176,0.393788576,
4273,2.22558856,2.256175756,0.030587196,
3729,1.55860579,1.694786906,0.136181116,
3048,1.353021264,1.352086067,0.000935197,
331,3.669377804,4.14480257,0.475424767,
3148,1.464768529,1.388797283,0.075971246,
4387,2.618664026,2.337703466,0.28096056,
4117,1.975782752,1.976441979,0.000659227,
4655,1.569365978,1.580660582,0.011294603,
4318,1.549085736,1.464538097,0.084547639,
4363,1.981789589,1.949724555,0.032065034,
734,1.766084671,1.684402227,0.081682444,
3204,2.664597511,2.507107735,0.157489777,
1201,1.5,1.572735548,0.072735548,
3889,1.788651109,1.936655998,0.148004889,
3855,1.429712653,1.597357273,0.16764462,
1638,2.863322973,2.365396023,0.49792695,
1261,3.033265829,3.040430546,0.007164717,
1698,2.263792992,2.226757288,0.037035704,
1898,1.530183196,1.648974299,0.118791103,
4548,2.822188854,2.933890104,0.11170125,
2868,1.634013414,2.205324888,0.571311474,
1897,1.702123761,1.678172588,0.023951173,
3932,1.441892505,1.586750388,0.144857883,
1838,3.054130554,3.025538206,0.028592348,
3600,1.798678994,1.764512539,0.034166455,
3182,1.935993433,1.860034108,0.075959325,
1705,2.26023674,2.538780928,0.278544188,
4264,1.619471669,1.626524925,0.007053256,
2266,1.933602095,1.848678112,0.084923983,
2753,1.668752313,1.69382143,0.025069118,
3645,2.529247522,2.17863059,0.350616932,
1316,1.46321559,1.511553764,0.048338175,
1627,1.637227178,1.804664373,0.167437196,
3022,1.798266888,2.808174133,1.009907246,
2890,1.570018649,1.548422098,0.021596551,
141,1.420801163,1.409267902,0.01153326,
4352,3.874928713,3.145800352,0.729128361,
1621,1.634881973,1.654435873,0.0195539,
882,2.766558409,2.339573145,0.426985264,
3051,2.096413851,2.338573217,0.242159367,
2582,3.185856342,3.175368309,0.010488033,
566,3.011831284,2.617900848,0.393930435,
3552,6.666162491,4.969059944,1.697102547,
1033,2.127370119,2.000630856,0.126739264,
3721,4.574705124,6.291303635,1.716598511,
3283,5.655393124,4.380899906,1.274493217,
4234,2.069875717,1.931288362,0.138587356,
483,1.682887554,1.935150385,0.252262831,
3036,1.657709241,1.571557403,0.086151838,
1821,2.448498487,2.709085464,0.260586977,
2503,1.629952192,1.563038588,0.066913605,
2774,9.470181465,4.87244606,4.597735405,
1896,2.028983355,1.975938201,0.053045154,
4457,3.030498743,2.753095388,0.277403355,
660,1.401427865,1.446983099,0.045555234,
3262,2.438221931,2.756974697,0.318752766,
2323,1.621780396,1.593872786,0.02790761,
3967,3.154150724,3.505008459,0.350857735,
2789,1.389977813,1.706868887,0.316891074,
4265,1.839876771,2.161071777,0.321195006,
2390,1.784583569,1.814411163,0.029827595,
654,2.127126694,2.13795948,0.010832787,
659,1.418136835,1.387663364,0.030473471,
4681,3.185753345,2.499786139,0.685967207,
4739,2.125647783,2.303497791,0.177850008,
2245,1.943021655,1.75916791,0.183853745,
1109,1.893784165,1.788661003,0.105123162,
161,2.056861639,2.226891279,0.17002964,
368,3.742334127,3.297159195,0.445174932,
4331,2.296762705,2.718251944,0.421489239,
4063,1.454366565,1.343990564,0.110376,
2180,1.95463872,1.704449415,0.250189304,
4688,3.119218349,2.522222042,0.596996307,
195,2.4576931,2.379439592,0.078253508,
3514,1.715207338,1.695292711,0.019914627,
1112,3.898136139,3.530333281,0.367802858,
851,2.634722471,2.490968466,0.143754005,
4488,2.615849018,2.767752171,0.151903152,
2866,3.782419682,2.348793268,1.433626413,
118,2.699608803,2.622756958,0.076851845,
3527,1.491978526,1.425363183,0.066615343,
4104,3.504140377,3.60064888,0.096508503,
2830,1.618241906,1.566398621,0.051843286,
2762,1.773963571,1.816801906,0.042838335,
666,2.255754709,2.297988415,0.042233706,
1547,1.755871892,1.791858196,0.035986304,
2457,1.870409966,1.797005653,0.073404312,
754,2.212238789,2.123869896,0.088368893,
1920,1.944307208,2.125601768,0.18129456,
361,2.459783077,2.9192698,0.459486723,
1053,2.013362169,1.895883441,0.117478728,
2920,2.525435448,2.720207691,0.194772243,
4632,4.71377039,4.550221443,0.163548946,
1576,2.333227634,2.43375206,0.100524426,
3892,2.034125566,1.440496683,0.593628883,
1709,1.428635716,1.33345437,0.095181346,
2227,2.342977762,2.208100796,0.134876966,
866,2.566029072,2.909733772,0.3437047,
714,1,2.706907511,1.706907511,
4598,1.536229134,1.559856653,0.02362752,
3805,1.445961833,1.430755615,0.015206218,
262,1.89708817,1.895421743,0.001666427,
3544,2.584880829,2.708162069,0.12328124,
4040,1.479639649,1.591367006,0.111727357,
511,1.869802356,1.907438636,0.03763628,
3143,2.842909336,2.876614332,0.033704996,
4678,1.840923667,2.102293968,0.261370301,
2770,2.97223115,2.676580906,0.295650244,
1347,1.845038891,1.726770401,0.11826849,
3828,1.63258481,1.618586421,0.013998389,
1877,2.568617582,1.962084293,0.606533289,
715,2.037764788,2.040547132,0.002782345,
245,1.445335746,1.561391115,0.116055369,
3414,2.274664879,2.269966364,0.004698515,
1299,1.487727523,1.514691591,0.026964068,
2496,2.369372845,2.479246616,0.109873772,
621,1.486963868,1.46384263,0.023121238,
2370,1.931685209,2.022114754,0.090429544,
2207,5.888458729,4.406702042,1.481756687,
637,1.745257854,1.556590557,0.188667297,
3263,1.585032344,1.505167007,0.079865336,
2797,1.554413557,1.63372004,0.079306483,
4099,1.833821774,1.725159407,0.108662367,
4344,1.537460208,2.068463802,0.531003594,
4332,5.898406506,2.881845951,3.016560555,
432,2.259840012,2.085198879,0.174641132,
1841,1.319219947,1.155374289,0.163845658,
508,3.279700518,3.210505009,0.069195509,
3019,2.105659723,2.346027136,0.240367413,
2002,1.691055417,1.711129189,0.020073771,
4382,1.838095188,1.932460785,0.094365597,
4408,1.628737569,1.571110964,0.057626605,
903,2.060343504,1.996148229,0.064195275,
4411,1.582640052,1.545027733,0.037612319,
2743,1.524210453,1.603657842,0.079447389,
4650,2.974281549,3.234559774,0.260278225,
4279,2.587695122,2.280847311,0.306847811,
4550,1.436509609,1.654845715,0.218336105,
4527,1.677793264,1.572193384,0.10559988,
165,3.570426464,3.5459342,0.024492264,
3813,1.846076965,1.401159048,0.444917917,
495,1.616309166,2.049343586,0.43303442,
3741,1.699705839,1.732789397,0.033083558,
4477,2.392039537,2.332176924,0.059862614,
2192,1.40321064,1.381368518,0.021842122,
1809,4.877563477,6.112438202,1.234874725,
2226,4.083574772,4.061591148,0.021983624,
1247,2.778484106,2.704129696,0.07435441,
4188,2.270301104,2.112933397,0.157367706,
3083,4.657185555,5.238268852,0.581083298,
238,1.586302876,1.48759675,0.098706126,
1480,1.518551946,1.429217458,0.089334488,
3029,6.670650005,6.059342384,0.611307621,
1842,2.546958923,2.438539267,0.108419657,
1645,2.460249662,3.095191002,0.634941339,
1736,1.716611147,1.985757828,0.269146681,
350,4.279368877,3.545520306,0.733848572,
422,1.944040656,2.330414534,0.386373878,
2851,1.658102989,1.706876516,0.048773527,
1451,2.005741835,2.296440601,0.290698767,
3598,2.806732178,2.561253309,0.245478868,
4267,2.381389856,2.286887407,0.094502449,
1102,4.581522465,4.656254768,0.074732304,
4050,1.341019511,1.430621624,0.089602113,
1523,1.630769134,1.62354219,0.007226944,
3367,1.772098541,1.925459146,0.153360605,
234,2.409329891,2.217527628,0.191802263,
2035,1.643816352,1.680718422,0.03690207,
4020,1.672921538,1.756830692,0.083909154,
1067,1.700870514,1.37951231,0.321358204,
3443,2.144167423,1.982939839,0.161227584,
777,1.787570119,1.557421923,0.230148196,
3430,1.479512334,1.698637366,0.219125032,
649,2.208247185,2.532524586,0.324277401,
3524,1.850917459,1.863032103,0.012114644,
1975,2.687492132,2.901831627,0.214339495,
4409,1.95058322,1.878027678,0.072555542,
1604,2.959574938,3.269928455,0.310353518,
2746,2.008411407,1.78503859,0.223372817,
1103,1.367072701,1.788260698,0.421187997,
1830,1.605933428,1.549385786,0.056547642,
1820,4.679173946,5.320591927,0.64141798,
3132,2.14682436,2.33716917,0.19034481,
1376,1.877853155,2.255503416,0.377650261,
2085,2.19242692,2.203378677,0.010951757,
468,1.805838466,1.836396933,0.030558467,
212,1.507321596,1.55192399,0.044602394,
1338,1.535104513,1.654320836,0.119216323,
263,2.147400618,1.880686641,0.266713977,
461,2.281895399,2.247532368,0.034363031,
2409,2.554288387,2.476049423,0.078238964,
1179,1.919441462,1.870842218,0.048599243,
3799,1.828213096,2.007726431,0.179513335,
3988,2.072290182,2.19479847,0.122508287,
1926,2.171239376,2.096437931,0.074801445,
689,3.313004732,3.938100815,0.625096083,
2618,2.423150301,-0.005013227,2.428163528,
2927,2.808222771,2.748400211,0.059822559,
3643,3.506993055,2.935487747,0.571505308,
4272,2.095931292,2.024279356,0.071651936,
4383,1.646594763,2.016613007,0.370018244,
1080,2.023139238,2.334738255,0.311599016,
1608,1.793234229,2.017900467,0.224666238,
4624,1.316434622,1.473432422,0.1569978,
1034,2.131848812,2.287350893,0.155502081,
3834,2.276305676,2.459105492,0.182799816,
489,2.594164371,3.389548779,0.795384407,
3164,1.710767031,1.708776832,0.001990199,
3641,2.122038126,2.112960339,0.009077787,
3695,1.52025342,1.719648123,0.199394703,
4239,4.848814487,4.85997963,0.011165142,
403,2.112200975,2.488708019,0.376507044,
2658,1.519134283,1.473614454,0.045519829,
1140,1.716243863,2.087836742,0.371592879,
3748,2.425643682,3.154476404,0.728832722,
2767,1.976578712,2.056140423,0.07956171,
2302,1.858145356,2.019702911,0.161557555,
3225,1.725191951,1.851835132,0.126643181,
830,2.693994284,2.499012232,0.194982052,
1472,2.212149143,2.322920561,0.110771418,
880,1.842687011,1.860011101,0.01732409,
3812,2.04474926,1.761853576,0.282895684,
1430,2.213652849,2.264110327,0.050457478,
3496,1.630676508,1.762430191,0.131753683,
2785,1.683943748,1.867077947,0.183134198,
3446,1.520541549,1.595238566,0.074697018,
2243,1.550698757,1.453979015,0.096719742,
241,2.086041927,2.096750259,0.010708332,
632,1.783482075,1.760895729,0.022586346,
2761,2.516081572,2.487173557,0.028908014,
907,1.644780755,1.560448647,0.084332108,
2923,1.422811866,1.414505243,0.008306623,
4025,3.507260323,3.8872962,0.380035877,
142,1.304223895,1.197916985,0.106306911,
2320,2.7818501,2.818604708,0.036754608,
4460,1.369471908,1.585916996,0.216445088,
1321,1.757899404,1.604761243,0.153138161,
611,1.679777384,1.795944333,0.116166949,
3175,2.450848103,2.428248405,0.022599697,
267,2.485578537,2.316602707,0.16897583,
4595,1.709290504,2.02878499,0.319494486,
972,2.781344652,2.960743427,0.179398775,
2758,2.019978285,2.067475319,0.047497034,
3012,2.615372419,2.288701534,0.326670885,
2150,1.681364179,1.675762653,0.005601525,
3412,2.121720791,2.023026705,0.098694086,
479,3.348342419,4.053246498,0.704904079,
2477,1.786325932,1.787364244,0.001038313,
355,3.726643085,3.68487215,0.041770935,
3393,1.615739107,1.503550172,0.112188935,
3727,4.604454517,4.216464996,0.387989521,
3072,1.517292738,1.376498938,0.1407938,
3719,1.629212499,1.602899313,0.026313186,
2356,4.248685837,4.04069519,0.207990646,
4606,1.759450674,1.838626862,0.079176188,
2794,2.40798378,2.401168823,0.006814957,
4274,1.616972327,1.542445421,0.074526906,
3292,4.277998924,3.565046787,0.712952137,
1911,1.526799321,1.585493684,0.058694363,
218,1.579362869,1.490228772,0.089134097,
3323,4.342058659,3.882169724,0.459888935,
1593,3.416479588,3.170698166,0.245781422,
1703,2.099047422,2.526984453,0.427937031,
255,6.252679348,6.67308569,0.420406342,
438,2.017576933,2.076758385,0.059181452,
4301,1.698576808,1.530844212,0.167732596,
3725,1.875188828,1.602677107,0.272511721,
2335,2.083935022,2.001914263,0.08202076,
324,2.234984398,2.559456587,0.324472189,
4369,3.725440264,3.211690903,0.513749361,
1410,3.129364252,2.35979867,0.769565582,
4323,1.766548753,1.953103781,0.186555028,
2550,3.599667072,3.66224432,0.062577248,
732,1.986111283,2.378449202,0.392337918,
2167,1.766729593,1.90013051,0.133400917,
513,1.923092842,2.055502415,0.132409573,
3231,1.633102417,1.448280096,0.184822321,
3256,4.503690243,2.578337193,1.92535305,
4119,1.48307097,1.735758662,0.252687693,
3982,2.444060087,2.316742659,0.127317429,
2958,3.072190046,2.805467129,0.266722918,
4535,3.298919201,3.17222476,0.126694441,
2669,2.43955183,2.556456566,0.116904736,
3269,2.148938417,2.027877092,0.121061325,
4541,1.864135146,2.177023172,0.312888026,
3457,2.132420778,2.029233217,0.103187561,
4404,1.964610338,1.877336264,0.087274075,
4147,1.875634074,2.361189365,0.485555291,
4747,1.992282391,1.654935837,0.337346554,
3511,2.164706945,2.439935684,0.275228739,
875,1.977800369,1.891209245,0.086591125,
3558,1.477739453,1.482974291,0.005234838,
3896,2.267891884,1.679946423,0.587945461,
2954,3.246611834,2.783653736,0.462958097,
89,1.886707902,2.191497803,0.304789901,
1538,2.935033083,2.989594936,0.054561853,
2480,1.762091637,1.686390638,0.075700998,
3909,2.455963373,2.460546017,0.004582644,
1370,2.08447051,1.945282221,0.13918829,
1294,1.868191481,1.924566388,0.056374907,
3426,2.506545544,2.244440556,0.262104988,
26,1.610746145,1.727007985,0.11626184,
1113,1.756179214,1.924432278,0.168253064,
381,4.374433517,3.919509411,0.454924107,
135,1.996027112,2.041811466,0.045784354,
2499,1.488122106,2.489661932,1.001539826,
4693,1.829473734,1.709050775,0.120422959,
2426,1.745470285,1.889732361,0.144262075,
1225,2.104028702,2.249432564,0.145403862,
4505,5.218648911,4.739419937,0.479228973,
415,3.394573212,3.688672543,0.294099331,
2433,1.81110239,1.782668948,0.028433442,
465,3.635748386,3.698683739,0.062935352,
1260,2.304401159,2.384491205,0.080090046,
1860,1,3.619092703,2.619092703,
778,1.712383151,1.770506501,0.05812335,
1215,2.010979652,2.239938736,0.228959084,
2760,1.633783102,1.556347132,0.07743597,
828,1.915645361,1.964532375,0.048887014,
3501,1.81152153,1.869518518,0.057996988,
2118,2.611328363,2.342615366,0.268712997,
1548,1.90389812,1.913967133,0.010069013,
2333,1.714052558,1.82869029,0.114637733,
3246,2.359020948,2.34743309,0.011587858,
1341,2.046351433,2.073793173,0.02744174,
2879,1.786803484,2.032177687,0.245374203,
2287,1.532795906,1.513070822,0.019725084,
4358,1.887108922,1.851381183,0.035727739,
4003,2.27991581,2.530940294,0.251024485,
2129,3.204139948,2.962304831,0.241835117,
3839,1.713032842,1.645489693,0.067543149,
3852,1.845558763,1.84207499,0.003483772,
342,3.584953547,2.843013763,0.741939783,
857,3.606463671,4.65473938,1.048275709,
2766,1.859737992,1.770071745,0.089666247,
3235,2.235916853,2.196580172,0.039336681,
3779,1.551128626,1.61630106,0.065172434,
2929,1.592482328,1.340691805,0.251790524,
2742,2.374989033,2.12721467,0.247774363,
211,2.062161922,2.204677582,0.142515659,
2521,2.884475946,3.284222841,0.399746895,
993,1.777484775,1.685419321,0.092065454,
1794,1.474055886,1.445734143,0.028321743,
1032,1.762384772,1.386326194,0.376058578,
2934,1.518211961,1.45129323,0.066918731,
70,1.525013685,1.54185915,0.016845465,
3738,1.492648602,1.258466601,0.234182,
814,1.661008835,1.835912347,0.174903512,
3775,1.636315942,1.555778265,0.080537677,
4097,1.883436561,1.783569336,0.099867225,
